id,user_id,aquarium_id,param_type_name,test_kit_name,value,timestamp,note,created_on,updated_on
437,4,3,alkalinity,generic_dkh,6.7,2024-08-04 00:08:00,"",2024-09-16 01:37:52.066316,2024-09-16 01:37:52.066316
438,4,3,alkalinity,generic_dkh,6.5,2024-08-01 23:40:00,"",2024-09-16 01:37:52.190715,2024-09-16 01:37:52.190715
439,4,3,alkalinity,generic_dkh,6.5,2024-07-31 12:51:00,"",2024-09-16 01:37:52.315511,2024-09-16 01:37:52.315511
440,4,3,alkalinity,generic_dkh,6.2,2024-07-30 23:28:00,"",2024-09-16 01:37:52.438733,2024-09-16 01:37:52.438733
441,4,3,alkalinity,generic_dkh,6.4,2024-07-29 23:26:00,"",2024-09-16 01:37:52.562154,2024-09-16 01:37:52.562154
442,4,3,alkalinity,generic_dkh,6.4,2024-07-29 11:05:00,"",2024-09-16 01:37:52.685051,2024-09-16 01:37:52.685051
443,4,3,alkalinity,generic_dkh,6.4,2024-07-29 00:03:00,"",2024-09-16 01:37:52.808551,2024-09-16 01:37:52.808551
444,4,3,alkalinity,generic_dkh,5.9,2024-07-28 23:11:00,"",2024-09-16 01:37:52.93253,2024-09-16 01:37:52.93253
445,4,3,alkalinity,generic_dkh,6.1,2024-07-27 19:48:00,"",2024-09-16 01:37:53.056326,2024-09-16 01:37:53.056326
446,4,3,alkalinity,generic_dkh,6.2,2024-07-26 18:36:00,"",2024-09-16 01:37:53.180174,2024-09-16 01:37:53.180174
447,4,3,alkalinity,generic_dkh,6.5,2024-07-25 16:28:00,"",2024-09-16 01:37:53.304425,2024-09-16 01:37:53.304425
448,4,3,alkalinity,generic_dkh,6.4,2024-07-25 00:58:00,"",2024-09-16 01:37:53.427831,2024-09-16 01:37:53.427831
449,4,3,alkalinity,generic_dkh,6.5,2024-07-24 00:11:00,"",2024-09-16 01:37:53.551485,2024-09-16 01:37:53.551485
450,4,3,alkalinity,generic_dkh,7.0,2024-07-22 00:53:00,"",2024-09-16 01:37:53.675682,2024-09-16 01:37:53.675682
451,4,3,alkalinity,generic_dkh,7.3,2024-07-22 00:25:00,"",2024-09-16 01:37:53.800155,2024-09-16 01:37:53.800155
452,4,3,alkalinity,generic_dkh,7.3,2024-07-21 00:37:00,"",2024-09-16 01:37:53.926006,2024-09-16 01:37:53.926006
453,4,3,alkalinity,generic_dkh,7.0,2024-07-19 01:10:00,"",2024-09-16 01:37:54.049943,2024-09-16 01:37:54.049943
454,4,3,alkalinity,generic_dkh,6.7,2024-07-15 23:50:00,"",2024-09-16 01:37:54.175947,2024-09-16 01:37:54.175947
455,4,3,alkalinity,generic_dkh,6.5,2024-07-13 22:08:00,"",2024-09-16 01:37:54.300653,2024-09-16 01:37:54.300653
456,4,3,alkalinity,generic_dkh,7.5,2024-07-06 14:10:00,"",2024-09-16 01:37:54.425051,2024-09-16 01:37:54.425051
457,4,3,alkalinity,generic_dkh,7.3,2024-07-04 01:13:00,"",2024-09-16 01:37:54.549851,2024-09-16 01:37:54.549851
458,4,3,alkalinity,generic_dkh,7.3,2024-07-02 01:15:00,"",2024-09-16 01:37:54.674358,2024-09-16 01:37:54.674358
459,4,3,alkalinity,generic_dkh,7.0,2024-06-29 20:12:00,"",2024-09-16 01:37:54.799889,2024-09-16 01:37:54.799889
460,4,3,alkalinity,generic_dkh,7.0,2024-06-28 17:49:00,"",2024-09-16 01:37:54.92367,2024-09-16 01:37:54.92367
461,4,3,alkalinity,generic_dkh,6.5,2024-06-28 00:08:00,"",2024-09-16 01:37:55.047658,2024-09-16 01:37:55.047658
462,4,3,alkalinity,generic_dkh,6.5,2024-06-26 13:16:00,"",2024-09-16 01:37:55.172707,2024-09-16 01:37:55.172707
463,4,3,alkalinity,generic_dkh,7.2,2024-06-22 22:37:00,"",2024-09-16 01:37:55.297296,2024-09-16 01:37:55.297296
464,4,3,alkalinity,generic_dkh,7.4,2024-06-20 16:43:00,"",2024-09-16 01:37:55.422294,2024-09-16 01:37:55.422294
465,4,3,alkalinity,generic_dkh,7.0,2024-06-18 11:14:00,"",2024-09-16 01:37:55.547512,2024-09-16 01:37:55.547512
466,4,3,alkalinity,generic_dkh,6.7,2024-06-17 00:39:00,"",2024-09-16 01:37:55.672579,2024-09-16 01:37:55.672579
467,4,3,alkalinity,generic_dkh,6.7,2024-06-15 23:55:00,"",2024-09-16 01:37:55.796415,2024-09-16 01:37:55.796415
468,4,3,alkalinity,generic_dkh,7.0,2024-06-13 23:26:00,"",2024-09-16 01:37:55.92049,2024-09-16 01:37:55.92049
469,4,3,alkalinity,generic_dkh,7.0,2024-06-12 23:53:00,"",2024-09-16 01:37:56.045737,2024-09-16 01:37:56.045737
470,4,3,alkalinity,generic_dkh,6.7,2024-06-11 23:37:00,"",2024-09-16 01:37:56.1712,2024-09-16 01:37:56.1712
471,4,3,alkalinity,generic_dkh,6.7,2024-06-11 16:30:00,"",2024-09-16 01:37:56.295479,2024-09-16 01:37:56.295479
472,4,3,alkalinity,generic_dkh,6.7,2024-06-11 00:01:00,"",2024-09-16 01:37:56.419613,2024-09-16 01:37:56.419613
473,4,3,alkalinity,generic_dkh,6.9,2024-06-10 11:22:00,"",2024-09-16 01:37:56.544187,2024-09-16 01:37:56.544187
474,4,3,alkalinity,generic_dkh,6.7,2024-06-09 23:45:00,"",2024-09-16 01:37:56.669539,2024-09-16 01:37:56.669539
475,4,3,alkalinity,generic_dkh,7.2,2024-06-08 12:01:00,"",2024-09-16 01:37:56.793843,2024-09-16 01:37:56.793843
476,4,3,alkalinity,generic_dkh,7.3,2024-06-07 10:50:00,"",2024-09-16 01:37:56.917802,2024-09-16 01:37:56.917802
477,4,3,alkalinity,generic_dkh,7.2,2024-06-07 00:03:00,"",2024-09-16 01:37:57.04263,2024-09-16 01:37:57.04263
478,4,3,alkalinity,generic_dkh,7.3,2024-06-06 11:14:00,"",2024-09-16 01:37:57.166763,2024-09-16 01:37:57.166763
479,4,3,alkalinity,generic_dkh,7.7,2024-06-05 16:08:00,"",2024-09-16 01:37:57.29115,2024-09-16 01:37:57.29115
480,4,3,alkalinity,generic_dkh,7.7,2024-06-05 00:00:00,"",2024-09-16 01:37:57.414757,2024-09-16 01:37:57.414757
481,4,3,alkalinity,generic_dkh,7.3,2024-06-04 11:22:00,"",2024-09-16 01:37:57.539471,2024-09-16 01:37:57.539471
482,4,3,alkalinity,generic_dkh,7.5,2024-06-03 23:50:00,"",2024-09-16 01:37:57.664482,2024-09-16 01:37:57.664482
483,4,3,alkalinity,generic_dkh,7.8,2024-06-03 00:25:00,"",2024-09-16 01:37:57.789178,2024-09-16 01:37:57.789178
484,4,3,alkalinity,generic_dkh,7.8,2024-04-27 12:11:00,"",2024-09-16 01:37:57.913678,2024-09-16 01:37:57.913678
485,4,3,alkalinity,generic_dkh,7.7,2024-04-27 00:05:00,"",2024-09-16 01:37:58.037525,2024-09-16 01:37:58.037525
486,4,3,alkalinity,generic_dkh,8.5,2024-04-26 10:59:00,"",2024-09-16 01:37:58.160925,2024-09-16 01:37:58.160925
487,4,3,alkalinity,generic_dkh,7.8,2024-04-25 23:51:00,"",2024-09-16 01:37:58.284489,2024-09-16 01:37:58.284489
488,4,3,alkalinity,generic_dkh,8.0,2024-04-25 10:53:00,"",2024-09-16 01:37:58.408356,2024-09-16 01:37:58.408356
489,4,3,alkalinity,generic_dkh,7.7,2024-04-25 00:20:00,"",2024-09-16 01:37:58.53285,2024-09-16 01:37:58.53285
490,4,3,alkalinity,generic_dkh,8.0,2024-04-24 11:17:00,"",2024-09-16 01:37:58.657519,2024-09-16 01:37:58.657519
491,4,3,alkalinity,generic_dkh,8.3,2024-04-19 12:48:00,"",2024-09-16 01:37:58.782663,2024-09-16 01:37:58.782663
492,4,3,alkalinity,generic_dkh,8.5,2024-04-18 13:14:00,"",2024-09-16 01:37:58.907062,2024-09-16 01:37:58.907062
493,4,3,alkalinity,generic_dkh,8.5,2024-04-17 12:47:00,"",2024-09-16 01:37:59.031742,2024-09-16 01:37:59.031742
494,4,3,alkalinity,generic_dkh,8.5,2024-04-16 12:57:00,"",2024-09-16 01:37:59.156912,2024-09-16 01:37:59.156912
495,4,3,alkalinity,generic_dkh,8.3,2024-04-15 16:25:00,"",2024-09-16 01:37:59.281682,2024-09-16 01:37:59.281682
496,4,3,alkalinity,generic_dkh,8.3,2024-04-14 12:01:00,"",2024-09-16 01:37:59.405929,2024-09-16 01:37:59.405929
497,4,3,alkalinity,generic_dkh,8.1,2024-04-13 13:01:00,"",2024-09-16 01:37:59.530224,2024-09-16 01:37:59.530224
498,4,3,alkalinity,generic_dkh,8.1,2024-04-12 23:42:00,"",2024-09-16 01:37:59.655138,2024-09-16 01:37:59.655138
499,4,3,alkalinity,generic_dkh,8.5,2024-04-12 12:23:00,"",2024-09-16 01:37:59.780495,2024-09-16 01:37:59.780495
500,4,3,alkalinity,generic_dkh,7.7,2024-04-11 23:45:00,"",2024-09-16 01:37:59.904895,2024-09-16 01:37:59.904895
501,4,3,alkalinity,generic_dkh,7.7,2024-04-11 12:25:00,"",2024-09-16 01:38:00.029757,2024-09-16 01:38:00.029757
502,4,3,alkalinity,generic_dkh,7.7,2024-04-10 20:23:00,"",2024-09-16 01:38:00.154147,2024-09-16 01:38:00.154147
503,4,3,alkalinity,generic_dkh,8.3,2024-04-10 12:55:00,"",2024-09-16 01:38:00.277827,2024-09-16 01:38:00.277827
504,4,3,alkalinity,generic_dkh,8.0,2024-04-09 23:59:00,"",2024-09-16 01:38:00.401476,2024-09-16 01:38:00.401476
505,4,3,alkalinity,generic_dkh,7.7,2024-04-09 12:46:00,"",2024-09-16 01:38:00.52504,2024-09-16 01:38:00.52504
506,4,3,alkalinity,generic_dkh,7.7,2024-04-08 18:36:00,"",2024-09-16 01:38:00.648938,2024-09-16 01:38:00.648938
507,4,3,alkalinity,generic_dkh,7.5,2024-04-08 12:37:00,"",2024-09-16 01:38:00.772295,2024-09-16 01:38:00.772295
508,4,3,alkalinity,generic_dkh,7.5,2024-04-07 10:59:00,"",2024-09-16 01:38:00.896108,2024-09-16 01:38:00.896108
509,4,3,alkalinity,generic_dkh,7.3,2024-04-06 11:55:00,"",2024-09-16 01:38:01.0198,2024-09-16 01:38:01.0198
510,4,3,alkalinity,generic_dkh,7.2,2024-04-05 12:28:00,"",2024-09-16 01:38:01.143236,2024-09-16 01:38:01.143236
511,4,3,alkalinity,generic_dkh,7.3,2024-04-04 12:52:00,"",2024-09-16 01:38:01.266594,2024-09-16 01:38:01.266594
512,4,3,alkalinity,generic_dkh,7.5,2024-04-03 13:11:00,"",2024-09-16 01:38:01.39046,2024-09-16 01:38:01.39046
513,4,3,alkalinity,generic_dkh,7.3,2024-04-03 00:08:00,"",2024-09-16 01:38:01.51494,2024-09-16 01:38:01.51494
514,4,3,alkalinity,generic_dkh,7.3,2024-04-02 13:22:00,"",2024-09-16 01:38:01.639173,2024-09-16 01:38:01.639173
515,4,3,alkalinity,generic_dkh,7.2,2024-04-01 22:22:00,"",2024-09-16 01:38:01.76299,2024-09-16 01:38:01.76299
516,4,3,alkalinity,generic_dkh,7.7,2024-04-01 12:34:00,"",2024-09-16 01:38:01.886811,2024-09-16 01:38:01.886811
517,4,3,alkalinity,generic_dkh,7.7,2024-03-31 21:22:00,"",2024-09-16 01:38:02.010218,2024-09-16 01:38:02.010218
518,4,3,alkalinity,generic_dkh,7.3,2024-03-31 13:58:00,"",2024-09-16 01:38:02.13454,2024-09-16 01:38:02.13454
519,4,3,alkalinity,generic_dkh,7.5,2024-03-30 18:32:00,"",2024-09-16 01:38:02.257324,2024-09-16 01:38:02.257324
520,4,3,alkalinity,generic_dkh,7.0,2024-03-30 13:21:00,"",2024-09-16 01:38:02.38152,2024-09-16 01:38:02.38152
521,4,3,alkalinity,generic_dkh,7.3,2024-03-27 14:05:00,"",2024-09-16 01:38:02.505124,2024-09-16 01:38:02.505124
522,4,3,alkalinity,generic_dkh,7.0,2024-03-25 14:17:00,"",2024-09-16 01:38:02.629327,2024-09-16 01:38:02.629327
523,4,3,alkalinity,generic_dkh,6.9,2024-03-19 15:21:00,"",2024-09-16 01:38:02.753336,2024-09-16 01:38:02.753336
524,4,3,alkalinity,generic_dkh,7.3,2024-02-25 12:11:00,"",2024-09-16 01:38:02.877411,2024-09-16 01:38:02.877411
525,4,3,alkalinity,generic_dkh,7.3,2024-02-18 13:49:00,"",2024-09-16 01:38:03.00157,2024-09-16 01:38:03.00157
526,4,3,alkalinity,generic_dkh,7.7,2024-02-11 20:35:00,"",2024-09-16 01:38:03.127535,2024-09-16 01:38:03.127535
527,4,3,alkalinity,generic_dkh,7.3,2024-02-06 14:15:00,"",2024-09-16 01:38:03.251689,2024-09-16 01:38:03.251689
528,4,3,alkalinity,generic_dkh,7.2,2024-02-05 13:39:00,"",2024-09-16 01:38:03.376596,2024-09-16 01:38:03.376596
529,4,3,alkalinity,generic_dkh,7.2,2024-02-04 12:53:00,"",2024-09-16 01:38:03.500001,2024-09-16 01:38:03.500001
530,4,3,alkalinity,generic_dkh,7.5,2024-02-03 14:07:00,"",2024-09-16 01:38:03.623604,2024-09-16 01:38:03.623604
531,4,3,alkalinity,generic_dkh,7.8,2024-01-28 14:24:00,"",2024-09-16 01:38:03.747372,2024-09-16 01:38:03.747372
532,4,3,alkalinity,generic_dkh,7.7,2024-01-20 23:03:00,"",2024-09-16 01:38:03.879933,2024-09-16 01:38:03.879933
533,4,3,alkalinity,generic_dkh,7.7,2024-01-13 17:33:00,"",2024-09-16 01:38:04.004562,2024-09-16 01:38:04.004562
534,4,3,alkalinity,generic_dkh,7.2,2024-01-07 15:27:00,"",2024-09-16 01:38:04.128796,2024-09-16 01:38:04.128796
535,4,3,alkalinity,generic_dkh,7.2,2023-12-24 15:01:00,"",2024-09-16 01:38:04.252621,2024-09-16 01:38:04.252621
536,4,3,alkalinity,generic_dkh,7.6,2023-12-23 21:43:00,"",2024-09-16 01:38:04.374839,2024-09-16 01:38:04.374839
537,4,3,alkalinity,generic_dkh,6.9,2023-12-21 23:12:00,"",2024-09-16 01:38:04.498543,2024-09-16 01:38:04.498543
538,4,3,alkalinity,generic_dkh,6.7,2023-12-20 23:44:00,"",2024-09-16 01:38:04.622735,2024-09-16 01:38:04.622735
539,4,3,alkalinity,generic_dkh,6.9,2023-12-19 20:34:00,"",2024-09-16 01:38:04.746529,2024-09-16 01:38:04.746529
540,4,3,alkalinity,generic_dkh,6.7,2023-12-17 21:44:00,"",2024-09-16 01:38:04.870418,2024-09-16 01:38:04.870418
541,4,3,alkalinity,generic_dkh,7.7,2023-12-09 14:03:00,"",2024-09-16 01:38:04.994366,2024-09-16 01:38:04.994366
542,4,3,alkalinity,generic_dkh,7.4,2023-12-02 23:11:00,"",2024-09-16 01:38:05.11873,2024-09-16 01:38:05.11873
543,4,3,alkalinity,generic_dkh,7.5,2023-11-25 13:57:00,"",2024-09-16 01:38:05.242999,2024-09-16 01:38:05.242999
544,4,3,alkalinity,generic_dkh,6.8,2023-11-22 23:12:00,"",2024-09-16 01:38:05.366463,2024-09-16 01:38:05.366463
545,4,3,alkalinity,generic_dkh,7.0,2023-11-18 12:51:00,"",2024-09-16 01:38:05.489985,2024-09-16 01:38:05.489985
546,4,3,alkalinity,generic_dkh,6.7,2023-11-15 17:43:00,"",2024-09-16 01:38:05.613667,2024-09-16 01:38:05.613667
547,4,3,alkalinity,generic_dkh,7.9,2023-11-11 23:57:00,"",2024-09-16 01:38:05.737428,2024-09-16 01:38:05.737428
548,4,3,alkalinity,generic_dkh,8.0,2023-11-10 15:50:00,"",2024-09-16 01:38:05.861406,2024-09-16 01:38:05.861406
549,4,3,alkalinity,generic_dkh,8.2,2023-10-27 22:26:00,"",2024-09-16 01:38:05.985836,2024-09-16 01:38:05.985836
550,4,3,alkalinity,generic_dkh,9.4,2023-10-22 19:28:00,"",2024-09-16 01:38:06.109684,2024-09-16 01:38:06.109684
551,4,3,alkalinity,generic_dkh,9.3,2023-10-09 23:12:00,"",2024-09-16 01:38:06.233525,2024-09-16 01:38:06.233525
552,4,3,alkalinity,generic_dkh,9.3,2023-10-08 00:18:00,"",2024-09-16 01:38:06.35637,2024-09-16 01:38:06.35637
553,4,3,alkalinity,generic_dkh,9.3,2023-10-07 12:26:00,"",2024-09-16 01:38:06.479272,2024-09-16 01:38:06.479272
554,4,3,alkalinity,generic_dkh,8.5,2023-09-27 23:20:00,"",2024-09-16 01:38:06.602949,2024-09-16 01:38:06.602949
555,4,3,alkalinity,generic_dkh,7.5,2023-09-25 23:44:00,"",2024-09-16 01:38:06.726413,2024-09-16 01:38:06.726413
556,4,3,alkalinity,generic_dkh,7.6,2023-09-23 23:15:00,"",2024-09-16 01:38:06.849955,2024-09-16 01:38:06.849955
557,4,3,alkalinity,generic_dkh,7.2,2023-09-21 17:16:00,"",2024-09-16 01:38:06.973709,2024-09-16 01:38:06.973709
558,4,3,alkalinity,generic_dkh,7.6,2023-09-19 23:18:00,"",2024-09-16 01:38:07.098805,2024-09-16 01:38:07.098805
559,4,3,alkalinity,generic_dkh,7.0,2023-09-19 00:02:00,"",2024-09-16 01:38:07.222902,2024-09-16 01:38:07.222902
560,4,3,alkalinity,generic_dkh,7.2,2023-09-18 00:16:00,"",2024-09-16 01:38:07.346336,2024-09-16 01:38:07.346336
561,4,3,alkalinity,generic_dkh,7.6,2023-09-16 23:50:00,"",2024-09-16 01:38:07.471122,2024-09-16 01:38:07.471122
562,4,3,alkalinity,generic_dkh,8.0,2023-09-15 18:47:00,"",2024-09-16 01:38:07.595446,2024-09-16 01:38:07.595446
563,4,3,alkalinity,generic_dkh,8.3,2023-09-10 23:46:00,"",2024-09-16 01:38:07.718647,2024-09-16 01:38:07.718647
564,4,3,alkalinity,generic_dkh,9.1,2023-09-10 16:20:00,"",2024-09-16 01:38:07.842469,2024-09-16 01:38:07.842469
565,4,3,alkalinity,generic_dkh,7.4,2023-09-04 18:05:00,"",2024-09-16 01:38:07.966474,2024-09-16 01:38:07.966474
566,4,3,alkalinity,generic_dkh,8.4,2023-09-01 20:03:00,"",2024-09-16 01:38:08.090974,2024-09-16 01:38:08.090974
567,4,3,calcium,generic_calcium_ppm,425.0,2024-07-16 00:03:00,"",2024-09-16 01:38:08.214134,2024-09-16 01:38:08.214134
568,4,3,calcium,generic_calcium_ppm,395.0,2024-06-09 23:49:00,"",2024-09-16 01:38:08.338758,2024-09-16 01:38:08.338758
569,4,3,calcium,generic_calcium_ppm,395.0,2024-06-03 00:31:00,"",2024-09-16 01:38:08.461078,2024-09-16 01:38:08.461078
570,4,3,calcium,generic_calcium_ppm,400.0,2024-04-14 12:22:00,"",2024-09-16 01:38:08.585132,2024-09-16 01:38:08.585132
571,4,3,calcium,generic_calcium_ppm,400.0,2024-04-06 13:44:00,"",2024-09-16 01:38:08.708528,2024-09-16 01:38:08.708528
572,4,3,calcium,generic_calcium_ppm,385.0,2024-03-30 18:12:00,"",2024-09-16 01:38:08.836152,2024-09-16 01:38:08.836152
573,4,3,calcium,generic_calcium_ppm,390.0,2024-02-25 14:33:00,"",2024-09-16 01:38:08.961144,2024-09-16 01:38:08.961144
574,4,3,calcium,generic_calcium_ppm,400.0,2024-02-04 12:42:00,"",2024-09-16 01:38:09.085761,2024-09-16 01:38:09.085761
575,4,3,calcium,generic_calcium_ppm,400.0,2024-01-14 14:22:00,"",2024-09-16 01:38:09.211461,2024-09-16 01:38:09.211461
576,4,3,calcium,generic_calcium_ppm,395.0,2023-10-29 15:06:00,"",2024-09-16 01:38:09.335161,2024-09-16 01:38:09.335161
577,4,3,magnesium,generic_magnesium_ppm,1380.0,2024-08-04 15:33:00,"",2024-09-16 01:38:09.458592,2024-09-16 01:38:09.458592
578,4,3,magnesium,generic_magnesium_ppm,1215.0,2024-08-03 12:44:00,"",2024-09-16 01:38:09.582863,2024-09-16 01:38:09.582863
579,4,3,magnesium,generic_magnesium_ppm,1350.0,2024-07-22 01:04:00,"",2024-09-16 01:38:09.707324,2024-09-16 01:38:09.707324
580,4,3,magnesium,generic_magnesium_ppm,1425.0,2024-06-03 00:38:00,"",2024-09-16 01:38:09.840744,2024-09-16 01:38:09.840744
581,4,3,magnesium,generic_magnesium_ppm,1200.0,2024-04-13 20:24:00,"",2024-09-16 01:38:09.968673,2024-09-16 01:38:09.968673
582,4,3,magnesium,generic_magnesium_ppm,1260.0,2024-04-09 12:53:00,"",2024-09-16 01:38:10.092549,2024-09-16 01:38:10.092549
583,4,3,magnesium,generic_magnesium_ppm,1200.0,2024-04-08 15:28:00,"",2024-09-16 01:38:10.216215,2024-09-16 01:38:10.216215
584,4,3,magnesium,generic_magnesium_ppm,1230.0,2024-03-31 12:17:00,"",2024-09-16 01:38:10.339021,2024-09-16 01:38:10.339021
585,4,3,magnesium,generic_magnesium_ppm,1230.0,2024-03-27 14:01:00,"",2024-09-16 01:38:10.462596,2024-09-16 01:38:10.462596
586,4,3,magnesium,generic_magnesium_ppm,1230.0,2024-03-25 14:22:00,"",2024-09-16 01:38:10.585914,2024-09-16 01:38:10.585914
587,4,3,magnesium,generic_magnesium_ppm,1215.0,2024-02-25 12:36:00,"",2024-09-16 01:38:10.709521,2024-09-16 01:38:10.709521
588,4,3,magnesium,generic_magnesium_ppm,1290.0,2024-02-03 19:35:00,"",2024-09-16 01:38:10.83339,2024-09-16 01:38:10.83339
589,4,3,magnesium,generic_magnesium_ppm,1215.0,2024-01-28 16:03:00,"",2024-09-16 01:38:10.957678,2024-09-16 01:38:10.957678
590,4,3,magnesium,generic_magnesium_ppm,1245.0,2024-01-14 14:16:00,"",2024-09-16 01:38:11.083188,2024-09-16 01:38:11.083188
591,4,3,magnesium,generic_magnesium_ppm,1200.0,2023-12-19 20:41:00,"",2024-09-16 01:38:11.206775,2024-09-16 01:38:11.206775
592,4,3,magnesium,generic_magnesium_ppm,1155.0,2023-12-10 15:16:00,"",2024-09-16 01:38:11.330673,2024-09-16 01:38:11.330673
593,4,3,magnesium,generic_magnesium_ppm,1155.0,2023-11-11 16:17:00,"",2024-09-16 01:38:11.454732,2024-09-16 01:38:11.454732
594,4,3,magnesium,generic_magnesium_ppm,1260.0,2023-10-29 13:12:00,"",2024-09-16 01:38:11.578862,2024-09-16 01:38:11.578862
595,4,3,magnesium,generic_magnesium_ppm,1230.0,2023-10-23 13:56:00,"",2024-09-16 01:38:11.702646,2024-09-16 01:38:11.702646
596,4,3,nitrate,generic_nitrate_ppm,11.7,2024-08-18 20:19:00,"",2024-09-16 01:38:11.82674,2024-09-16 01:38:11.82674
597,4,3,nitrate,generic_nitrate_ppm,11.3,2024-08-12 15:53:00,"",2024-09-16 01:38:11.951048,2024-09-16 01:38:11.951048
598,4,3,nitrate,generic_nitrate_ppm,12.3,2024-07-31 19:38:00,"",2024-09-16 01:38:12.075525,2024-09-16 01:38:12.075525
599,4,3,nitrate,generic_nitrate_ppm,12.8,2024-07-22 16:53:00,"",2024-09-16 01:38:12.199528,2024-09-16 01:38:12.199528
600,4,3,nitrate,generic_nitrate_ppm,13.4,2024-07-16 00:18:00,"",2024-09-16 01:38:12.324139,2024-09-16 01:38:12.324139
601,4,3,nitrate,generic_nitrate_ppm,22.6,2024-07-14 00:35:00,"",2024-09-16 01:38:12.448502,2024-09-16 01:38:12.448502
602,4,3,nitrate,generic_nitrate_ppm,21.6,2024-07-05 16:55:00,"",2024-09-16 01:38:12.572904,2024-09-16 01:38:12.572904
603,4,3,nitrate,generic_nitrate_ppm,42.6,2024-06-29 22:33:00,"",2024-09-16 01:38:12.69748,2024-09-16 01:38:12.69748
604,4,3,nitrate,generic_nitrate_ppm,26.6,2024-06-10 00:11:00,"",2024-09-16 01:38:12.821354,2024-09-16 01:38:12.821354
605,4,3,nitrate,generic_nitrate_ppm,25.1,2024-06-05 15:55:00,"",2024-09-16 01:38:12.945589,2024-09-16 01:38:12.945589
606,4,3,nitrate,generic_nitrate_ppm,23.6,2024-06-02 11:38:00,"",2024-09-16 01:38:13.070301,2024-09-16 01:38:13.070301
607,4,3,nitrate,generic_nitrate_ppm,31.4,2024-04-21 17:18:00,"",2024-09-16 01:38:13.194704,2024-09-16 01:38:13.194704
608,4,3,nitrate,generic_nitrate_ppm,24.4,2024-04-10 14:56:00,"",2024-09-16 01:38:13.319503,2024-09-16 01:38:13.319503
609,4,3,nitrate,generic_nitrate_ppm,16.2,2024-04-04 18:56:00,"",2024-09-16 01:38:13.443326,2024-09-16 01:38:13.443326
610,4,3,nitrate,generic_nitrate_ppm,22.6,2024-03-25 14:50:00,"",2024-09-16 01:38:13.568769,2024-09-16 01:38:13.568769
611,4,3,nitrate,generic_nitrate_ppm,22.6,2024-02-25 12:58:00,"",2024-09-16 01:38:13.692955,2024-09-16 01:38:13.692955
612,4,3,nitrate,generic_nitrate_ppm,24.8,2024-02-03 18:34:00,"",2024-09-16 01:38:13.8166,2024-09-16 01:38:13.8166
613,4,3,nitrate,generic_nitrate_ppm,19.9,2024-01-15 14:29:00,"",2024-09-16 01:38:13.940976,2024-09-16 01:38:13.940976
614,4,3,nitrate,generic_nitrate_ppm,20.3,2024-01-08 19:24:00,"",2024-09-16 01:38:14.065744,2024-09-16 01:38:14.065744
615,4,3,nitrate,generic_nitrate_ppm,16.0,2023-12-20 20:22:00,"",2024-09-16 01:38:14.190047,2024-09-16 01:38:14.190047
